Compound,Protein,Neighborhood_1,Tag
Magnesium,SRSF4,1Neigh,1Neigh-Magnesium
Magnesium,NCBP1,1Neigh,1Neigh-Magnesium
Magnesium,EXOSC10,1Neigh,1Neigh-Magnesium
Magnesium,ZFC3H1,1Neigh,1Neigh-Magnesium
Magnesium,SRSF2,1Neigh,1Neigh-Magnesium
Magnesium,PAPOLB,1Neigh,1Neigh-Magnesium
Magnesium,CSTF2,1Neigh,1Neigh-Magnesium
Magnesium,CLP1,1Neigh,1Neigh-Magnesium
Magnesium,TFPI,1Neigh,1Neigh-Magnesium
Magnesium,GGCX,1Neigh,1Neigh-Magnesium
Magnesium,F12,1Neigh,1Neigh-Magnesium
Magnesium,VWF,1Neigh,1Neigh-Magnesium
Magnesium,KLKB1,1Neigh,1Neigh-Magnesium
Magnesium,F2,1Neigh,1Neigh-Magnesium
Magnesium,F3,1Neigh,1Neigh-Magnesium
Magnesium,F8,1Neigh,1Neigh-Magnesium
Magnesium,SERPINC1,1Neigh,1Neigh-Magnesium
Magnesium,F5,1Neigh,1Neigh-Magnesium
Magnesium,F10,1Neigh,1Neigh-Magnesium
Magnesium,F7,1Neigh,1Neigh-Magnesium
Magnesium,F11,1Neigh,1Neigh-Magnesium
Magnesium,IGLL5,1Neigh,1Neigh-Magnesium
Magnesium,PON1,1Neigh,1Neigh-Magnesium
Magnesium,APOE,1Neigh,1Neigh-Magnesium
Magnesium,SI,1Neigh,1Neigh-Magnesium
Magnesium,APP,1Neigh,1Neigh-Magnesium
Magnesium,MAOA,1Neigh,1Neigh-Magnesium
Magnesium,DOK7,1Neigh,1Neigh-Magnesium
Magnesium,MYH9,1Neigh,1Neigh-Magnesium
Magnesium,MYL10,1Neigh,1Neigh-Magnesium
Magnesium,MYL7,1Neigh,1Neigh-Magnesium
Magnesium,ACTA2,1Neigh,1Neigh-Magnesium
Magnesium,MYH1,1Neigh,1Neigh-Magnesium
Magnesium,MYL2,1Neigh,1Neigh-Magnesium
Magnesium,MYH4,1Neigh,1Neigh-Magnesium
Magnesium,PPP1R12C,1Neigh,1Neigh-Magnesium
Magnesium,IQGAP1,1Neigh,1Neigh-Magnesium
Magnesium,MYLK4,1Neigh,1Neigh-Magnesium
Magnesium,MYL9,1Neigh,1Neigh-Magnesium
Magnesium,ARPC2,1Neigh,1Neigh-Magnesium
Magnesium,MYL1,1Neigh,1Neigh-Magnesium
Magnesium,TLN1,1Neigh,1Neigh-Magnesium
Magnesium,MYLPF,1Neigh,1Neigh-Magnesium
Magnesium,PPP1CA,1Neigh,1Neigh-Magnesium
Magnesium,MYH7,1Neigh,1Neigh-Magnesium
Magnesium,MYO9A,1Neigh,1Neigh-Magnesium
Magnesium,TPM1,1Neigh,1Neigh-Magnesium
Magnesium,MYLK,1Neigh,1Neigh-Magnesium
Magnesium,MYH10,1Neigh,1Neigh-Magnesium
Magnesium,MYO6,1Neigh,1Neigh-Magnesium
Magnesium,MYLK2,1Neigh,1Neigh-Magnesium
Magnesium,MYLK3,1Neigh,1Neigh-Magnesium
Magnesium,PPP1CB,1Neigh,1Neigh-Magnesium
Magnesium,MYH2,1Neigh,1Neigh-Magnesium
Magnesium,MYH8,1Neigh,1Neigh-Magnesium
Magnesium,MYH6,1Neigh,1Neigh-Magnesium
Magnesium,MYO18B,1Neigh,1Neigh-Magnesium
Magnesium,ACTG2,1Neigh,1Neigh-Magnesium
Magnesium,PPP1R12A,1Neigh,1Neigh-Magnesium
Magnesium,RHOA,1Neigh,1Neigh-Magnesium
Magnesium,MYH13,1Neigh,1Neigh-Magnesium
Magnesium,CFL1,1Neigh,1Neigh-Magnesium
Magnesium,MYO18A,1Neigh,1Neigh-Magnesium
Magnesium,MYL6B,1Neigh,1Neigh-Magnesium
Magnesium,MYL12B,1Neigh,1Neigh-Magnesium
Magnesium,MYH3,1Neigh,1Neigh-Magnesium
Magnesium,MYL12A,1Neigh,1Neigh-Magnesium
Magnesium,DYNLL2,1Neigh,1Neigh-Magnesium
Magnesium,MYH14,1Neigh,1Neigh-Magnesium
Magnesium,TPM4,1Neigh,1Neigh-Magnesium
Magnesium,MYO1F,1Neigh,1Neigh-Magnesium
Magnesium,ACTB,1Neigh,1Neigh-Magnesium
Magnesium,TPM2,1Neigh,1Neigh-Magnesium
Magnesium,VCL,1Neigh,1Neigh-Magnesium
Magnesium,SRF,1Neigh,1Neigh-Magnesium
Magnesium,RUNX1,1Neigh,1Neigh-Magnesium
Magnesium,MYL4,1Neigh,1Neigh-Magnesium
Magnesium,CALD1,1Neigh,1Neigh-Magnesium
Magnesium,LMOD1,1Neigh,1Neigh-Magnesium
Magnesium,MYL5,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R5B,1Neigh,1Neigh-Magnesium
Magnesium,PPP2CB,1Neigh,1Neigh-Magnesium
Magnesium,TNNC1,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R5A,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R3C,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R3A,1Neigh,1Neigh-Magnesium
Magnesium,PRKAG2,1Neigh,1Neigh-Magnesium
Magnesium,ACTC1,1Neigh,1Neigh-Magnesium
Magnesium,PRKACA,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R1B,1Neigh,1Neigh-Magnesium
Magnesium,TCAP,1Neigh,1Neigh-Magnesium
Magnesium,TNNI3K,1Neigh,1Neigh-Magnesium
Magnesium,PPP2R1A,1Neigh,1Neigh-Magnesium
