Compound,Protein,Neighborhood_1,Tag
Folic acid,KAT6A,1Neigh,Folic acid-1Neigh
Folic acid,MEIS1,1Neigh,Folic acid-1Neigh
Folic acid,RUNX1,1Neigh,Folic acid-1Neigh
Folic acid,PELP1,1Neigh,Folic acid-1Neigh
Folic acid,H2AC8,1Neigh,Folic acid-1Neigh
Folic acid,MLLT10,1Neigh,Folic acid-1Neigh
Folic acid,KMT2E,1Neigh,Folic acid-1Neigh
Folic acid,TAF7,1Neigh,Folic acid-1Neigh
Folic acid,RUVBL1,1Neigh,Folic acid-1Neigh
Folic acid,PRPF31,1Neigh,Folic acid-1Neigh
Folic acid,H3-5,1Neigh,Folic acid-1Neigh
Folic acid,MYB,1Neigh,Folic acid-1Neigh
Folic acid,SMARCB1,1Neigh,Folic acid-1Neigh
Folic acid,H4C11,1Neigh,Folic acid-1Neigh
Folic acid,MCRS1,1Neigh,Folic acid-1Neigh
Folic acid,PHF8,1Neigh,Folic acid-1Neigh
Folic acid,MAX,1Neigh,Folic acid-1Neigh
Folic acid,H2AC13,1Neigh,Folic acid-1Neigh
Folic acid,H2AC11,1Neigh,Folic acid-1Neigh
Folic acid,H2AC17,1Neigh,Folic acid-1Neigh
Folic acid,H3-3A,1Neigh,Folic acid-1Neigh
Folic acid,RNF2,1Neigh,Folic acid-1Neigh
Folic acid,H3C14,1Neigh,Folic acid-1Neigh
Folic acid,H3C10,1Neigh,Folic acid-1Neigh
Folic acid,PPIE,1Neigh,Folic acid-1Neigh
Folic acid,CDK9,1Neigh,Folic acid-1Neigh
Folic acid,PHF20,1Neigh,Folic acid-1Neigh
Folic acid,LAS1L,1Neigh,Folic acid-1Neigh
Folic acid,TEX10,1Neigh,Folic acid-1Neigh
Folic acid,H4C2,1Neigh,Folic acid-1Neigh
Folic acid,H3C4,1Neigh,Folic acid-1Neigh
Folic acid,H2AC6,1Neigh,Folic acid-1Neigh
Folic acid,H4C3,1Neigh,Folic acid-1Neigh
