Prot_A;Prot_B;Renew component
SOS2;FGFR2;Choline
SOS2;FGFR1;Choline
SOS2;FGFR3;Choline
SOS2;SOS1;Choline
SOS2;NRAS;Choline
SOS2;GAB1;Choline
SOS2;HRAS;Choline
SOS2;KRAS;Choline
SOS2;PTPN11;Choline
SOS2;SHC1;Choline
SOS2;GRB2;Choline
PIK3R2;PLCG2;Choline
PIK3R2;JAK1;Choline
PIK3R2;JAK2;Choline
PIK3R2;PLCG1;Choline
PIK3R2;GAB1;Choline
PIK3R2;HRAS;Choline
PIK3R2;NRAS;Choline
PIK3R2;KRAS;Choline
PIK3R2;FGFR1;Choline
PIK3R2;CBL;Choline
PIK3R2;PTPN11;Choline
PIK3R2;IRS1;Choline
FGF6;FGFR2;Choline
FGF6;FGFR1;Choline
FGF23;FGFR2;Choline
FGF23;KL;Choline
FGF23;FGFR1;Choline
PLCG1;FGFR4;Choline
PLCG1;LOC102723407;Choline
PLCG1;PIK3R3;Choline
PLCG1;PIK3CB;Choline
PLCG1;PIK3CD;Choline
PLCG1;SRC;Choline
PLCG1;FGFR3;Choline
PLCG1;SOS1;Choline
PLCG1;PLCG2;Choline
PLCG1;PIK3R1;Choline
PLCG1;JAK2;Choline
PLCG1;PIK3CA;Choline
PLCG1;ERBB2;Choline
PLCG1;CBL;Choline
PLCG1;FGFR2;Choline
PLCG1;GRB2;Choline
PLCG1;FGFR1;Choline
KRAS;NRAS;Choline
KRAS;FGFR4;Choline
KRAS;PIK3R3;Choline
KRAS;PIK3R1;Choline
KRAS;FGFR3;Choline
KRAS;FGFR2;Choline
KRAS;PIK3CB;Choline
KRAS;PIK3CD;Choline
KRAS;FGFR1;Choline
KRAS;SRC;Choline
KRAS;HRAS;Choline
KRAS;CDKN2A;Choline
KRAS;PIK3CA;Choline
KRAS;SOS1;Choline
KLB;FGFR4;Choline
KLB;FGF21;Choline
KLB;FGF19;Choline
KLB;FGFR1;Choline
MDM2;CDKN2A;Choline
MDM2;TP53;Choline
PIK3R3;PLCG2;Choline
PIK3R3;HRAS;Choline
PIK3R3;NRAS;Choline
PIK3R3;FGFR1;Choline
PIK3R3;GAB1;Choline
PIK3R3;PTPN11;Choline
PIK3R3;JAK2;Choline
PIK3R3;JAK1;Choline
PIK3R3;IRS1;Choline
GAB1;SHC4;Choline
GAB1;SHC2;Choline
GAB1;FGFR2;Choline
GAB1;FGFR3;Choline
GAB1;PIK3CA;Choline
GAB1;PIK3CB;Choline
GAB1;PIK3CD;Choline
GAB1;SHC3;Choline
GAB1;ERBB2;Choline
GAB1;CRK;Choline
GAB1;SOS1;Choline
GAB1;PIK3R1;Choline
GAB1;CRKL;Choline
GAB1;SHC1;Choline
GAB1;GRB2;Choline
GAB1;PTPN11;Choline
PIK3CA;PLCG2;Choline
PIK3CA;JAK1;Choline
PIK3CA;FGFR1;Choline
PIK3CA;JAK2;Choline
PIK3CA;PTPN11;Choline
PIK3CA;HRAS;Choline
PIK3CA;NRAS;Choline
PIK3CA;IRS1;Choline
CBL;ERBB2;Choline
CBL;SHC1;Choline
CBL;GRB2;Choline
CBL;SRC;Choline
CBL;CRKL;Choline
CBL;CRK;Choline
CBL;PIK3R1;Choline
FGF2;FGFR2;Choline
FGF2;FGFR4;Choline
FGF2;FGFR1;Choline
FGF2;FGFR3;Choline
SHC2;JAK2;Choline
SHC2;FGFR2;Choline
SHC2;FGFR3;Choline
SHC2;FGFR1;Choline
SHC2;SOS1;Choline
SHC2;GRB2;Choline
SHC2;ERBB2;Choline
SHC2;SRC;Choline
FGF10;FGFR1;Choline
FGF10;FGFR2;Choline
EGF;PDGFC;Choline
EGF;PDGFD;Choline
EGF;PDGFA;Choline
EGF;PDGFB;Choline
EGF;IGF1;Choline
EGF;INS;Choline
EGF;TGFA;Choline
FGF7;FGFR2;Choline
FGF7;FGFR1;Choline
TP53;CDKN2A;Choline
ERBB2;IGHV3-16;Choline
ERBB2;SHC4;Choline
ERBB2;JAK1;Choline
ERBB2;SHC3;Choline
ERBB2;INS;Choline
ERBB2;JAK2;Choline
ERBB2;PTPN11;Choline
ERBB2;PLCG2;Choline
ERBB2;IGF1;Choline
ERBB2;TGFA;Choline
ERBB2;GRB2;Choline
ERBB2;SHC1;Choline
FGF18;FGFR2;Choline
FGF18;FGFR1;Choline
FGFR4;SOS1;Choline
FGFR4;HRAS;Choline
FGFR4;NRAS;Choline
FGFR4;INS;Choline
FGFR4;GRB2;Choline
FGFR4;FRS2;Choline
FGFR4;FGF1;Choline
FGFR4;FGF19;Choline
FGF19;FGFR2;Choline
FGF19;FGFR1;Choline
VEGFD;VEGFC;Choline
VEGFD;VEGFB;Choline
CRK;SOS1;Choline
CRK;SHC1;Choline
CRK;CRKL;Choline
CRK;PIK3R1;Choline
CRK;GRB2;Choline
CRK;FRS2;Choline
CRK;SRC;Choline
IRS1;KL;Choline
IRS1;PIK3CD;Choline
IRS1;PIK3CB;Choline
IRS1;JAK2;Choline
IRS1;PIK3R1;Choline
IRS1;PTPN11;Choline
IRS1;INS;Choline
IRS1;GRB2;Choline
VEGFB;VEGFC;Choline
FGF5;FGFR2;Choline
FGF5;FGFR1;Choline
ANGPT2;ANGPT1;Choline
FGF8;FGFR3;Choline
FGF8;FGFR1;Choline
FGF8;FGFR2;Choline
SHC4;JAK2;Choline
SHC4;FGFR1;Choline
SHC4;FGFR2;Choline
SHC4;SOS1;Choline
SHC4;FGFR3;Choline
SHC4;SRC;Choline
SHC4;GRB2;Choline
PDGFB;INS;Choline
PDGFB;TGFA;Choline
PDGFB;IGF1;Choline
PDGFB;PDGFD;Choline
PDGFB;PDGFC;Choline
PDGFB;PDGFA;Choline
FGF3;FGFR1;Choline
FGF3;FGFR2;Choline
FGFR3;IGHV3-16;Choline
FGFR3;JAK1;Choline
FGFR3;PLCG2;Choline
FGFR3;SHC3;Choline
FGFR3;JAK2;Choline
FGFR3;SRC;Choline
FGFR3;SHC1;Choline
FGFR3;INS;Choline
FGFR3;SOS1;Choline
FGFR3;NRAS;Choline
FGFR3;HRAS;Choline
FGFR3;GRB2;Choline
FGFR3;FGFR2;Choline
FGFR3;FGF9;Choline
FGFR3;FGF1;Choline
CRKL;PIK3R1;Choline
CRKL;SRC;Choline
CRKL;FRS2;Choline
PDGFA;INS;Choline
PDGFA;TGFA;Choline
PDGFA;IGF1;Choline
PDGFA;PDGFD;Choline
PDGFA;PDGFC;Choline
FGF17;FGFR2;Choline
FGF17;FGFR1;Choline
NGF;LOC102723407;Choline
NRAS;HRAS;Choline
NRAS;PIK3CB;Choline
NRAS;PIK3CD;Choline
NRAS;PIK3R1;Choline
NRAS;FGFR1;Choline
NRAS;SRC;Choline
NRAS;FGFR2;Choline
NRAS;CDKN2A;Choline
NRAS;SOS1;Choline
SRC;SHC3;Choline
SRC;PLCG2;Choline
SRC;HRAS;Choline
SRC;PTPN11;Choline
SRC;SHC1;Choline
SRC;GRB2;Choline
SHC3;JAK2;Choline
SHC3;FGFR1;Choline
SHC3;FGFR2;Choline
SHC3;SOS1;Choline
SHC3;GRB2;Choline
PIK3CD;FGFR1;Choline
PIK3CD;PTPN11;Choline
PIK3CD;JAK2;Choline
PIK3CD;JAK1;Choline
PIK3CD;HRAS;Choline
PIK3CD;PLCG2;Choline
KL;FGFR1;Choline
JAK2;FGFR2;Choline
JAK2;PLCG2;Choline
JAK2;PIK3CB;Choline
JAK2;PIK3R1;Choline
JAK2;SHC1;Choline
JAK2;PTPN11;Choline
JAK2;JAK1;Choline
FGF9;FGFR2;Choline
FGF9;FGFR1;Choline
GRB2;FGFR1;Choline
GRB2;FGFR2;Choline
GRB2;PIK3R1;Choline
GRB2;PTPN11;Choline
GRB2;SOS1;Choline
GRB2;SHC1;Choline
GRB2;FRS2;Choline
IGF1;PDGFD;Choline
IGF1;PDGFC;Choline
IGF1;TGFA;Choline
IGF1;IGF2;Choline
IGF1;INS;Choline
PDGFD;INS;Choline
PDGFD;TGFA;Choline
PDGFD;PDGFC;Choline
INS;PDGFC;Choline
INS;FGFR2;Choline
INS;TGFA;Choline
INS;FGFR1;Choline
SOS1;FGFR2;Choline
SOS1;FGFR1;Choline
SOS1;FRS2;Choline
SOS1;SHC1;Choline
SOS1;HRAS;Choline
SOS1;PTPN11;Choline
FGFR1;PLCG2;Choline
FGFR1;PIK3CB;Choline
FGFR1;HRAS;Choline
FGFR1;SHC1;Choline
FGFR1;PIK3R1;Choline
FGFR1;FGF21;Choline
FGFR1;FRS2;Choline
FGFR1;FGF1;Choline
FGFR1;FGF16;Choline
FGF16;FGFR2;Choline
SHC1;PLCG2;Choline
SHC1;FGFR2;Choline
SHC1;PIK3R1;Choline
SHC1;PTPN11;Choline
TGFA;PDGFC;Choline
HRAS;IGHV3-16;Choline
HRAS;FGFR2;Choline
HRAS;PIK3CB;Choline
HRAS;CDKN2A;Choline
HRAS;PIK3R1;Choline
FGFR2;PLCG2;Choline
FGFR2;JAK1;Choline
FGFR2;FGF21;Choline
FGFR2;FRS2;Choline
FGFR2;FGF1;Choline
PIK3R1;JAK1;Choline
PIK3R1;PLCG2;Choline
PIK3R1;PTPN11;Choline
FRS2;PTPN11;Choline
LOC102723407;PLCG2;Choline
PLCG2;PTPN11;Choline
PLCG2;PIK3CB;Choline
PTPN11;PIK3CB;Choline
PTPN11;JAK1;Choline
JAK1;PIK3CB;Choline
HEBP1;FPR3;Choline
APP;GNAI2;Choline
APP;GNG2;Choline
APP;GNB1;Choline
APP;FPR2;Choline
GNAI2;MTRNR2L8;Choline
GNAI2;MTRNR2L12;Choline
GNAI2;FPR2;Choline
GNG2;MTRNR2L8;Choline
GNG2;MTRNR2L12;Choline
GNG2;FPR1;Choline
GNG2;FPR2;Choline
FPR3;FPR2;Choline
FPR3;FPR1;Choline
FPR3;ANXA1;Choline
GNB1;MTRNR2L12;Choline
GNB1;MTRNR2L8;Choline
GNB1;FPR1;Choline
GNB1;FPR2;Choline
MTRNR2L8;FPR2;Choline
MTRNR2L8;MTRNR2L12;Choline
FPR2;MTRNR2L12;Choline
FPR2;GNAI1;Choline
FPR2;FPR1;Choline
FPR1;GNAI1;Choline
SCT;IGHV3-16;Choline
SCT;GNB1;Choline
SCT;GNG2;Choline
SCT;GNAS;Choline
GNB3;GNAS;Choline
IAPP;IGHV3-16;Choline
IAPP;GNB1;Choline
IAPP;GNG2;Choline
IAPP;GNAS;Choline
FFAR1;GIP;Choline
FFAR1;GCG;Choline
FFAR1;GNAQ;Choline
TSHB;IGHV3-16;Choline
TSHB;GNB1;Choline
TSHB;GNG2;Choline
TSHB;GIPR;Choline
TSHB;GLP1R;Choline
TSHB;GNAS;Choline
GLP2R;IGHV3-16;Choline
GLP2R;GNG2;Choline
GLP2R;GLP1R;Choline
GLP2R;GNB1;Choline
GLP2R;GCG;Choline
GNAO1;GNG2;Choline
GNAO1;GNB1;Choline
CRH;GNAS;Choline
GNAQ;GNG2;Choline
GNAQ;CCKAR;Choline
CCKAR;IGHV3-16;Choline
CCKAR;GNG2;Choline
CCKAR;GNB1;Choline
CCKAR;GNAS;Choline
CCKAR;CCK;Choline
ALB;IGHV3-16;Choline
NPY2R;GNG2;Choline
NPY2R;GNB1;Choline
NPY2R;PYY;Choline
GNG2;POMC;Choline
GNG2;GHRH;Choline
GNG2;GCG;Choline
GNG2;GIP;Choline
GNG2;ADCYAP1;Choline
GNG2;GIPR;Choline
GNG2;GLP1R;Choline
GNG2;GNAS;Choline
GHRL;IGHV3-16;Choline
GHRL;GCG;Choline
GHRL;INS;Choline
GIP;IGHV3-16;Choline
GIP;GNB1;Choline
GIP;GNAS;Choline
GIP;DPP4;Choline
GIP;GIPR;Choline
GIP;GLP1R;Choline
DPP4;GCG;Choline
VIP;GIPR;Choline
VIP;GLP1R;Choline
GNAS;IGHV3-16;Choline
GNAS;ADCYAP1;Choline
GNAS;GCG;Choline
GNAS;GHRH;Choline
GNAS;GIPR;Choline
GNAS;GLP1R;Choline
GNAS;GNB1;Choline
GLP1R;IGHV3-16;Choline
GLP1R;FSHB;Choline
GLP1R;NPPA;Choline
GLP1R;ADCYAP1;Choline
GLP1R;POMC;Choline
GLP1R;GNB1;Choline
GLP1R;GCG;Choline
GHRH;IGHV3-16;Choline
GHRH;GNB1;Choline
NPPA;GIPR;Choline
GNB1;ADCYAP1;Choline
GNB1;GCG;Choline
GNB1;POMC;Choline
GNB1;GIPR;Choline
POMC;IGHV3-16;Choline
POMC;GIPR;Choline
GCG;IGHV3-16;Choline
GCG;TCF7L2;Choline
GCG;GIPR;Choline
FSHB;GIPR;Choline
ADCYAP1;IGHV3-16;Choline
ADCYAP1;GIPR;Choline
GIPR;IGHV3-16;Choline
TSHB;GPR119;Choline
GPR119;FSHB;Choline
GPR119;NPPA;Choline
GPR119;ADCYAP1;Choline
GPR119;VIP;Choline
GPR119;POMC;Choline
GPR119;GIP;Choline
GPR119;GCG;Choline
GPR119;GNAS;Choline
GNAS;GPBAR1;Choline
FFAR4;GCG;Choline
GNB3;CXCR4;Choline
SLC9A3R1;PRKACB;Choline
SLC9A3R1;PRKACA;Choline
SLC9A3R1;PRKACG;Choline
SLC9A3R1;ADRB2;Choline
SLC9A3R1;EZR;Choline
ARRDC3;ADRB2;Choline
ARRDC3;NEDD4;Choline
CACNA1C;PRKACG;Choline
CACNA1C;PRKACA;Choline
CACNA1C;PRKACB;Choline
SST;GNAS;Choline
PTGER1;GNAI2;Choline
PTGER1;GNAI1;Choline
PTGER1;GNAI3;Choline
PTGER1;GNAS;Choline
ADCY9;RAPGEF3;Choline
ADCY9;RAPGEF4;Choline
ADCY9;PRKACG;Choline
ADCY9;PRKACA;Choline
ADCY9;PRKACB;Choline
ADCY9;GNAS;Choline
ADCY9;GNAL;Choline
ADRB2;GNAI3;Choline
ADRB2;USP20;Choline
ADRB2;USP33;Choline
ADRB2;ADRB3;Choline
ADRB2;GNAI2;Choline
ADRB2;GNAI1;Choline
ADRB2;ADRB1;Choline
ADRB2;GNAS;Choline
ADRB2;ARRB2;Choline
ADRB2;ARRB1;Choline
PRKACA;GRIA1;Choline
PRKACA;EZR;Choline
PRKACA;AKAP5;Choline
GRK2;OPRM1;Choline
GRK2;GRK3;Choline
GRK2;ARRB1;Choline
GRK2;ARRB2;Choline
GNAI2;RAPGEF4;Choline
GNAI2;RAPGEF3;Choline
GNAI2;ADRB3;Choline
GNAI2;OPRM1;Choline
GNAI2;SRC;Choline
GNAI2;ADRB1;Choline
GNAI2;CXCR4;Choline
GRK3;ARRB1;Choline
GRK3;OPRM1;Choline
GRK3;ARRB2;Choline
GNAL;GNAS;Choline
EZR;PRKACB;Choline
EZR;PRKACG;Choline
CAV3;SRC;Choline
ADRB3;ADRB1;Choline
ADRB3;GNAI3;Choline
ADRB3;GNAI1;Choline
ADRB3;GNAS;Choline
GRK6;OPRM1;Choline
GRK6;ARRB1;Choline
GRK6;ARRB2;Choline
AGT;CXCR4;Choline
AGT;AGTR1;Choline
ADRB1;GNAI3;Choline
ADRB1;GNAI1;Choline
ADRB1;GNAS;Choline
GNAI3;RAPGEF4;Choline
GNAI3;RAPGEF3;Choline
GNAI3;SRC;Choline
GNAI3;OPRM1;Choline
GNAI3;CXCR4;Choline
PRKACB;GRIA1;Choline
PRKACB;AKAP5;Choline
USP33;ARRB2;Choline
GNAS;OPRM1;Choline
GNAS;SRC;Choline
GNAS;AVPR2;Choline
SRC;GNAI1;Choline
SRC;ARRB2;Choline
SRC;ARRB1;Choline
PRKACG;GRIA1;Choline
PRKACG;AKAP5;Choline
GRK5;OPRM1;Choline
GRK5;ARRB2;Choline
GRK5;ARRB1;Choline
RAPGEF4;GNAI1;Choline
RAPGEF4;RAPGEF3;Choline
CXCR4;GNAI1;Choline
OPRM1;ARRB1;Choline
OPRM1;ARRB2;Choline
OPRM1;GNAI1;Choline
RAPGEF3;GNAI1;Choline
ARRB2;CLTC;Choline
ARRB1;CLTC;Choline
ARRB1;AP2B1;Choline
ARRB1;AVPR2;Choline
CLTC;AP2B1;Choline
EPHA8;ABL1;Choline
MAPK1;CDKN1B;Choline
MAPK1;RAC2;Choline
MAPK1;NRAS;Choline
MAPK1;HRAS;Choline
MAPK1;MYC;Choline
MAPK1;KRAS;Choline
MAPK1;TP53;Choline
MAPK1;JUN;Choline
STUB1;RUNX2;Choline
STUB1;EGFR;Choline
STUB1;TP53;Choline
STUB1;ERBB2;Choline
STUB1;HSP90AA1;Choline
STUB1;HSP90AB1;Choline
STUB1;HSPA4;Choline
CCND1;CCND2;Choline
CCND1;CDKN2A;Choline
CCND1;CDKN1B;Choline
CCND1;CDK4;Choline
CCND1;CDKN1A;Choline
CDKN1B;CDK5;Choline
CDKN1B;CDKN1A;Choline
CDKN1B;TP53;Choline
CDKN1B;CDK4;Choline
CDKN1B;CCND2;Choline
DOK1;CRKL;Choline
DOK1;ABL1;Choline
VASP;CDC42;Choline
VASP;ENAH;Choline
ATG14;PIK3C3;Choline
ATG14;BECN1;Choline
YWHAH;ABL1;Choline
YWHAH;YWHAQ;Choline
YWHAH;WWTR1;Choline
YWHAH;YWHAE;Choline
YWHAH;YWHAG;Choline
YWHAH;YWHAB;Choline
YWHAH;YWHAZ;Choline
YWHAH;YAP1;Choline
RAC2;ABL2;Choline
RAC2;PIK3R1;Choline
RAC2;NCKAP1;Choline
RAC2;ABL1;Choline
RAC2;WASF1;Choline
RAC2;CDC42;Choline
RAC2;ABI2;Choline
RAC2;PIK3CA;Choline
RAC2;WASF2;Choline
RAC2;FYN;Choline
RAC2;RAC3;Choline
RAC2;VAV1;Choline
KRAS;RIN1;Choline
KRAS;BCL2L1;Choline
KRAS;EGFR;Choline
CDK4;RAD51;Choline
CDK4;ATM;Choline
CDK4;BRCA1;Choline
CDK4;HSP90AA1;Choline
CDK4;RB1;Choline
CDK4;CDKN2A;Choline
CDK4;CCND2;Choline
CDK4;CDKN1A;Choline
CDK4;HSP90AB1;Choline
MDM2;NPM1;Choline
MDM2;CDKN1A;Choline
MDM2;ATM;Choline
MDM2;TP73;Choline
MDM2;RB1;Choline
CCND2;CDK5;Choline
CCND2;RB1;Choline
CCND2;CDKN2A;Choline
CCND2;CDKN1A;Choline
PIK3C3;PIK3R1;Choline
PIK3C3;BECN1;Choline
PRDX1;CDK5;Choline
TCF3;CTNNB1;Choline
PIK3CA;GRB10;Choline
PIK3CA;GAB2;Choline
PIK3CA;RAC3;Choline
PIK3CA;VAV1;Choline
PIK3CA;FYN;Choline
PIK3CA;NTRK1;Choline
PIK3CA;CDC42;Choline
CBL;YWHAQ;Choline
CBL;YWHAB;Choline
CBL;EPHA2;Choline
CBL;FN1;Choline
CBL;NCK1;Choline
CBL;BCR;Choline
CBL;ABL1;Choline
CBL;VAV1;Choline
CBL;FYN;Choline
CBL;RAPGEF1;Choline
CBL;EGFR;Choline
YWHAE;YAP1;Choline
YWHAE;YWHAB;Choline
YWHAE;YWHAQ;Choline
YWHAE;WWTR1;Choline
YWHAE;YWHAG;Choline
YWHAE;YWHAZ;Choline
SHC2;BCR;Choline
SHC2;NTRK3;Choline
SHC2;ABL1;Choline
SHC2;FYN;Choline
SHC2;NTRK1;Choline
SHC2;NTRK2;Choline
SHC2;EGFR;Choline
RB1;RUNX2;Choline
RB1;ABL1;Choline
PXN;SORBS1;Choline
PXN;BCAR1;Choline
PXN;CRK;Choline
TP53;CDK5;Choline
TP53;TP73;Choline
TP53;PRKDC;Choline
TP53;NPM1;Choline
TP53;ATM;Choline
TP53;BCL2L1;Choline
TP53;CDKN1A;Choline
TP53;RAD51;Choline
ERBB2;CTNNB1;Choline
EGFR;ABL2;Choline
EGFR;YWHAQ;Choline
EGFR;SOCS3;Choline
EGFR;ABL1;Choline
EGFR;VAV1;Choline
EGFR;GRB10;Choline
EGFR;YWHAZ;Choline
EGFR;KITLG;Choline
EGFR;NCK1;Choline
EGFR;GAB2;Choline
EGFR;SHC3;Choline
EGFR;SHC4;Choline
EGFR;NRAS;Choline
EGFR;CRKL;Choline
EGFR;HRAS;Choline
EGFR;CRK;Choline
EGFR;CTNNB1;Choline
EGFR;SHC1;Choline
EGFR;SOS1;Choline
EGFR;GRB2;Choline
EPHA1;ABL1;Choline
EPHA1;EPHA2;Choline
NTRK2;FYN;Choline
NTRK2;ABL1;Choline
NTRK2;SHC4;Choline
NTRK2;GRB2;Choline
NTRK2;SHC3;Choline
NTRK2;SHC1;Choline
ATM;PRKDC;Choline
ATM;ABL1;Choline
ATM;RAD51;Choline
ATM;XRCC6;Choline
ATM;BRCA1;Choline
ATM;MRE11;Choline
EPHA4;ABL1;Choline
STAT5B;CDKN1A;Choline
STAT5B;BCR;Choline
STAT5B;ABL1;Choline
ABI2;RAC3;Choline
ABI2;ABL1;Choline
ABI2;ABI1;Choline
ABI2;WASF1;Choline
ABI2;WASF2;Choline
ABI2;NCKAP1;Choline
IL3;RUNX1;Choline
NPM1;CDKN2A;Choline
RUNX1;SOCS3;Choline
RUNX1;YAP1;Choline
CRK;BCR;Choline
CRK;ABL2;Choline
CRK;ABL1;Choline
CRK;RAPGEF1;Choline
CRK;BCAR1;Choline
HSPA4;SNCA;Choline
BCR;SHC4;Choline
BCR;SHC3;Choline
BCR;STAT5A;Choline
BCR;SHC1;Choline
BCR;CRKL;Choline
BCR;GRB2;Choline
BCR;ABL1;Choline
RAC3;PIK3R1;Choline
RAC3;WASF2;Choline
RAC3;ABL1;Choline
RAC3;FYN;Choline
RAC3;WASF1;Choline
RAC3;ABL2;Choline
RAC3;NCKAP1;Choline
RAC3;CDC42;Choline
RAC3;VAV1;Choline
YWHAG;ABL1;Choline
YWHAG;WWTR1;Choline
YWHAG;YWHAB;Choline
YWHAG;YAP1;Choline
YWHAG;YWHAZ;Choline
RIN1;NRAS;Choline
RIN1;ABL2;Choline
RIN1;HRAS;Choline
RIN1;ABL1;Choline
PRKDC;XRCC6;Choline
MRE11;XRCC6;Choline
MRE11;BRCA1;Choline
SHC4;ABL1;Choline
SHC4;FYN;Choline
SHC4;NTRK3;Choline
SHC4;NTRK1;Choline
SOCS3;SOCS1;Choline
EPHB3;ABL1;Choline
HSP90AA1;ABL1;Choline
EPHA3;EPHA7;Choline
EPHA3;ABL1;Choline
STAT5A;CDKN1A;Choline
STAT5A;ABL1;Choline
CRKL;NEDD9;Choline
CRKL;ABL2;Choline
CRKL;ABL1;Choline
CRKL;BCAR1;Choline
CRKL;RAPGEF1;Choline
FYN;SNCA;Choline
FYN;SHC3;Choline
FYN;ABL1;Choline
FYN;CDK5;Choline
FYN;BCAR1;Choline
FYN;GAB2;Choline
FYN;CDC42;Choline
FYN;CTNNB1;Choline
FYN;PIK3R1;Choline
FYN;SHC1;Choline
FN1;ABL1;Choline
EPHB4;ABL1;Choline
EPHA2;ABL1;Choline
RAD52;ABL1;Choline
RAD52;XRCC6;Choline
RAD52;RAD51;Choline
XRCC6;PARP1;Choline
NTRK3;ABL1;Choline
NTRK3;SHC3;Choline
NTRK3;GRB2;Choline
NTRK3;SHC1;Choline
NCKAP1;WASF1;Choline
NCKAP1;ABI1;Choline
NCKAP1;WASF2;Choline
GAB2;SOS1;Choline
GAB2;PIK3R1;Choline
GAB2;SHC1;Choline
GAB2;GRB2;Choline
BECN1;BCL2L1;Choline
ENAH;ABL1;Choline
MCL1;FBXW7;Choline
MCL1;BCL2L1;Choline
EPHA7;ABL1;Choline
JUN;CDK5;Choline
JUN;FBXW7;Choline
RUNX2;ABL1;Choline
RUNX2;WWTR1;Choline
RUNX2;YAP1;Choline
RAPGEF1;GRB2;Choline
RAPGEF1;BCAR1;Choline
ABL1;YWHAB;Choline
ABL1;WWTR1;Choline
ABL1;PIK3R1;Choline
ABL1;NCK1;Choline
ABL1;YAP1;Choline
ABL1;CDK5;Choline
ABL1;EPHB6;Choline
ABL1;TP73;Choline
ABL1;SHC3;Choline
ABL1;ROBO2;Choline
ABL1;EPHA6;Choline
ABL1;ROBO1;Choline
ABL1;EPHB1;Choline
ABL1;EPHB2;Choline
ABL1;NTRK1;Choline
ABL1;EPHA5;Choline
ABL1;ABL2;Choline
ABL1;SHC1;Choline
ABL1;ABI1;Choline
ABL1;GRB2;Choline
YWHAB;WWTR1;Choline
YWHAB;YWHAQ;Choline
YWHAB;YAP1;Choline
YWHAB;YWHAZ;Choline
SHC3;NTRK1;Choline
BCL2L1;TP73;Choline
ABI1;WASF2;Choline
ABI1;WASF1;Choline
TP73;WWTR1;Choline
TP73;YAP1;Choline
YWHAQ;WWTR1;Choline
YWHAQ;YAP1;Choline
YWHAQ;YWHAZ;Choline
LRRK1;GRB2;Choline
GRB2;NTRK1;Choline
GRB2;VAV1;Choline
WASF1;WASF2;Choline
YWHAZ;WWTR1;Choline
YWHAZ;SOS1;Choline
YWHAZ;YAP1;Choline
YWHAZ;CTNNB1;Choline
SOS1;NCK1;Choline
CDKN1A;CDK5;Choline
SHC1;NTRK1;Choline
NCK1;VAV1;Choline
ROBO2;SLIT2;Choline
CDKN2A;MYC;Choline
BRCA1;RAD51;Choline
WWTR1;YAP1;Choline
ROBO1;SLIT2;Choline
SH3BP2;VAV1;Choline
PIK3R1;GRB10;Choline
PIK3R1;NTRK1;Choline
PIK3R1;VAV1;Choline
PIK3R1;CDC42;Choline
VAV1;CDC42;Choline
FBXW7;MYC;Choline
YAP1;CTNNB1;Choline
S1PR4;GNAI1;Choline
S1PR4;GNAI3;Choline
S1PR4;GNAI2;Choline
S1PR4;S1PR1;Choline
CXCR5;GNAI2;Choline
S1PR1;GNG2;Choline
S1PR1;GNB1;Choline
S1PR1;GNAI2;Choline
S1PR1;GNAI3;Choline
S1PR1;GNAI1;Choline
SPHK1;SPHK2;Choline
SPHK1;ACER2;Choline
GNG2;CXCR4;Choline
ACER2;SPHK2;Choline
GNB1;CXCR4;Choline
DVL2;CSNK1D;Choline
DVL2;FRAT2;Choline
DVL2;APC2;Choline
DVL2;FRAT1;Choline
DVL2;NOTCH2;Choline
DVL2;NOTCH1;Choline
DVL2;PARD6A;Choline
DVL2;APC;Choline
DVL2;CSNK1E;Choline
DVL2;AXIN2;Choline
DVL2;GSK3B;Choline
DVL2;DVL3;Choline
DVL2;DVL1;Choline
DVL2;AXIN1;Choline
SNAI2;SNAI1;Choline
AKAP11;PRKACA;Choline
AKAP11;PRKACB;Choline
CREB3L3;MAPK1;Choline
CREB3L3;CREB5;Choline
CREB3L3;CREB3L4;Choline
CREB3L3;GSK3B;Choline
CREB3L3;ATF4;Choline
CREB3L3;CREB3L2;Choline
CREB3L3;CREB3L1;Choline
CREB3L3;PPARGC1A;Choline
CREB3L3;CREB3;Choline
CREB3L3;CREB1;Choline
SIRT1;JUN;Choline
SIRT1;NFKB1;Choline
SIRT1;FOXO3;Choline
SIRT1;PPARGC1A;Choline
SIRT1;FOXO1;Choline
SIRT1;TP53;Choline
MAPK1;HSF1;Choline
MAPK1;TBC1D7;Choline
MAPK1;CREB3L1;Choline
MAPK1;CREB3L2;Choline
MAPK1;CREB3L4;Choline
MAPK1;CREB3;Choline
MAPK1;PRKCZ;Choline
MAPK1;NFATC2;Choline
MAPK1;MAP3K7;Choline
MAPK1;TSC1;Choline
MAPK1;PRKACG;Choline
MAPK1;NFATC1;Choline
MAPK1;AKT3;Choline
MAPK1;AKT2;Choline
MAPK1;PRKACA;Choline
MAPK1;PRKACB;Choline
MAPK1;NFATC3;Choline
MAPK1;FOXO1;Choline
MAPK1;CREB5;Choline
MAPK1;BRAF;Choline
MAPK1;STAT1;Choline
MAPK1;MAPT;Choline
MAPK1;TSC2;Choline
MAPK1;CASP3;Choline
MAPK1;SMAD3;Choline
MAPK1;CREB1;Choline
MAPK1;FOXO3;Choline
MAPK1;BCL2;Choline
MAPK1;PPP2CA;Choline
MAPK1;RAF1;Choline
MAPK1;AKT1;Choline
