Prot_A;Prot_B;Condition
RPL37;RPS27;cell_growth
RPL37;RPL28;cell_growth
RPL37;RPL35A;cell_growth
RPL37;RPS3A;cell_growth
RPL37;RPS13;cell_growth
RPL37;RPS3;cell_growth
RPL37;RPL27;cell_growth
RPL37;RPL29;cell_growth
RPL37;FAU;cell_growth
RPL37;RPL36A;cell_growth
RPL37;RPL32;cell_growth
RPL37;RPS9;cell_growth
RPL37;RPS23;cell_growth
RPL37;RPL13A;cell_growth
RPL37;RPL38;cell_growth
RPL37;RPS14;cell_growth
RPL37;RPL12;cell_growth
RPL37;RPS18;cell_growth
RPL37;RPL34;cell_growth
RPL37;RPS16;cell_growth
RPL37;RPL5;cell_growth
RPL37;RPL23;cell_growth
RPL37;RPS19;cell_growth
RPL37;RACK1;cell_growth
RPL37;RPL15;cell_growth
RPL37;RPSA;cell_growth
RPL37;RPL13;cell_growth
RPL37;RPL27A;cell_growth
RPL37;RPL7A;cell_growth
RPL37;RPL6;cell_growth
RPL37;RPL36;cell_growth
RPL37;RPS24;cell_growth
RPL37;RPL11;cell_growth
RPL37;RPL7;cell_growth
RPL37;RPS21;cell_growth
RPL37;RPL9;cell_growth
RPL37;RPL18;cell_growth
RPL37;RPL37A;cell_growth
RPL37;RPL24;cell_growth
RPL37;RPS8;cell_growth
RPL37;RPS15;cell_growth
RPL37;RPS2;cell_growth
RPL37;RPL26;cell_growth
RPL37;UBA52;cell_growth
RPL37;RPS6;cell_growth
RPL37;RPS25;cell_growth
RPL37;RPL23A;cell_growth
RPL37;RPS20;cell_growth
RPL37;RPL4;cell_growth
RPL37;RPS7;cell_growth
RPL37;RPS28;cell_growth
RPL37;RPS5;cell_growth
RPL37;RPL30;cell_growth
RPL37;RPS17;cell_growth
NHP2;FAU;cell_growth
NHP2;NOP10;cell_growth
RPS3;LYAR;cell_growth
RPS3;PA2G4;cell_growth
RPS3;RPL36A;cell_growth
RPS3;EEF1A1;cell_growth
RPS3;RPL10L;cell_growth
RPS3;RPL22;cell_growth
RPS3;RPL39;cell_growth
RPS3;RPS6;cell_growth
RPS3;UBA52;cell_growth
RPS3;RPL26;cell_growth
RPS3;RPL24;cell_growth
RPS3;RPL37A;cell_growth
RPS3;RPS2;cell_growth
RPS3;RPS15;cell_growth
RPS3;RPS8;cell_growth
RPS3;RPL23A;cell_growth
RPS3;RPL17;cell_growth
RPS3;RPS20;cell_growth
RPS3;RPL10A;cell_growth
RPS3;RPS25;cell_growth
RPS3;RPS28;cell_growth
RPS3;RPS5;cell_growth
RPS3;RPS7;cell_growth
RPS3;RPS4X;cell_growth
RPS3;RPL4;cell_growth
RPS3;RPS17;cell_growth
RPS3;RPL30;cell_growth
RPS3;RPL34;cell_growth
RPS3;RPS18;cell_growth
RPS3;RPL5;cell_growth
RPS3;RPS16;cell_growth
RPS3;RPSA;cell_growth
RPS3;RPL15;cell_growth
RPS3;RACK1;cell_growth
RPS3;RPS19;cell_growth
RPS3;RPL23;cell_growth
RPS3;RPL7A;cell_growth
RPS3;RPS10;cell_growth
RPS3;RPL27A;cell_growth
RPS3;RPL36;cell_growth
RPS3;RPL6;cell_growth
RPS3;RPL13;cell_growth
RPS3;RPL7;cell_growth
RPS3;RPL18;cell_growth
RPS3;RPL9;cell_growth
RPS3;RPS21;cell_growth
RPS3;RPS24;cell_growth
RPS3;RPL11;cell_growth
RPS3;RPS13;cell_growth
RPS3;RPS3A;cell_growth
RPS3;RPLP0;cell_growth
RPS3;RPL32;cell_growth
RPS3;RPL29;cell_growth
RPS3;RPL27;cell_growth
RPS3;FAU;cell_growth
RPS3;RPS23;cell_growth
RPS3;RPL38;cell_growth
RPS3;RPL13A;cell_growth
RPS3;RPS9;cell_growth
RPS3;RPS15A;cell_growth
RPS3;RPS14;cell_growth
RPS3;RPL12;cell_growth
RPS3;RPS29;cell_growth
RPS3;RPL14;cell_growth
RPS3;RPL21;cell_growth
RPS3;RPS26;cell_growth
RPS3;RPL35A;cell_growth
RPS3;RPL31;cell_growth
RPS3;RPL3;cell_growth
RPS3;RPL28;cell_growth
RPS3;RPS27;cell_growth
NIFK;RPL13A;cell_growth
NIFK;RPL39;cell_growth
NIFK;RPL11;cell_growth
NIFK;RPL22;cell_growth
NIFK;RPL26;cell_growth
NIFK;RPL17;cell_growth
NIFK;RPL3;cell_growth
NIFK;RPL21;cell_growth
NIFK;RPL32;cell_growth
NIFK;RPL34;cell_growth
NIFK;RPL9;cell_growth
NIFK;RPL15;cell_growth
NIFK;RPL5;cell_growth
NIFK;RPL35A;cell_growth
NIFK;RPL36;cell_growth
NIFK;RPL27;cell_growth
NIFK;RPL6;cell_growth
NIFK;RPLP0;cell_growth
NIFK;RPL13;cell_growth
NIFK;RPL18;cell_growth
NIFK;RPL14;cell_growth
NIFK;RPL4;cell_growth
NIFK;RPL38;cell_growth
NIFK;RPL27A;cell_growth
NIFK;RPL23;cell_growth
NIFK;RPL7;cell_growth
NIFK;RPL30;cell_growth
NIFK;RPL31;cell_growth
NIFK;RPL7A;cell_growth
NIFK;RPL23A;cell_growth
NIFK;SDAD1;cell_growth
NIFK;RRP1;cell_growth
NIFK;SURF6;cell_growth
NIFK;PA2G4;cell_growth
NIFK;RRP1B;cell_growth
NIFK;GNL3;cell_growth
NIFK;NOC2L;cell_growth
NIFK;RPF1;cell_growth
NIFK;RSL1D1;cell_growth
NIFK;RRS1;cell_growth
NIFK;EBNA1BP2;cell_growth
RPL29;TMA16;cell_growth
RPL29;LYAR;cell_growth
RPL29;EEF1A1;cell_growth
RPL29;PA2G4;cell_growth
RPL29;RPL10L;cell_growth
RPL29;RPL36A;cell_growth
RPL29;RPL10A;cell_growth
RPL29;RPL17;cell_growth
RPL29;RPS4X;cell_growth
RPL29;RPL39;cell_growth
RPL29;RPS15A;cell_growth
RPL29;RPS16;cell_growth
RPL29;RPL5;cell_growth
RPL29;RPL34;cell_growth
RPL29;RPS18;cell_growth
RPL29;RPL23;cell_growth
RPL29;RPS19;cell_growth
RPL29;RPL15;cell_growth
RPL29;RACK1;cell_growth
RPL29;RPSA;cell_growth
RPL29;RPL13;cell_growth
RPL29;RPL6;cell_growth
RPL29;RPL36;cell_growth
RPL29;RPS10;cell_growth
RPL29;RPL27A;cell_growth
RPL29;RPL7A;cell_growth
RPL29;RPS24;cell_growth
RPL29;RPL11;cell_growth
RPL29;RPS21;cell_growth
RPL29;RPL18;cell_growth
RPL29;RPL9;cell_growth
RPL29;RPL7;cell_growth
RPL29;RPS8;cell_growth
RPL29;RPS2;cell_growth
RPL29;RPS15;cell_growth
RPL29;RPL24;cell_growth
RPL29;RPL37A;cell_growth
RPL29;RPS6;cell_growth
RPL29;UBA52;cell_growth
RPL29;RPL26;cell_growth
RPL29;RPS25;cell_growth
RPL29;RPS20;cell_growth
RPL29;RPL23A;cell_growth
RPL29;RPL4;cell_growth
RPL29;RPS7;cell_growth
RPL29;RPS5;cell_growth
RPL29;RPS28;cell_growth
RPL29;RPL30;cell_growth
RPL29;RPS17;cell_growth
RPL29;RPL21;cell_growth
RPL29;RPL14;cell_growth
RPL29;RPS29;cell_growth
RPL29;RPS26;cell_growth
RPL29;RPL28;cell_growth
RPL29;RPS27;cell_growth
RPL29;RPL3;cell_growth
RPL29;RPL31;cell_growth
RPL29;RPL35A;cell_growth
RPL29;RPS3A;cell_growth
RPL29;RPS13;cell_growth
RPL29;FAU;cell_growth
RPL29;RPL22;cell_growth
RPL29;RPL27;cell_growth
RPL29;RPL32;cell_growth
RPL29;RPLP0;cell_growth
RPL29;RPS9;cell_growth
RPL29;RPL38;cell_growth
RPL29;RPL13A;cell_growth
RPL29;RPS23;cell_growth
RPL29;RPL12;cell_growth
RPL29;RPS14;cell_growth
RPS23;LYAR;cell_growth
RPS23;PA2G4;cell_growth
RPS23;RSL1D1;cell_growth
RPS23;BUD23;cell_growth
RPS23;WDR43;cell_growth
RPS23;RRP7A;cell_growth
RPS23;EEF1A1;cell_growth
RPS23;RPL10L;cell_growth
RPS23;RPS19;cell_growth
RPS23;RPL23;cell_growth
RPS23;RPSA;cell_growth
RPS23;RACK1;cell_growth
RPS23;RPL15;cell_growth
RPS23;RPL34;cell_growth
RPS23;RPS18;cell_growth
RPS23;RPL5;cell_growth
RPS23;RPS16;cell_growth
RPS23;RPS24;cell_growth
RPS23;RPL11;cell_growth
RPS23;RPL7;cell_growth
RPS23;RPL9;cell_growth
RPS23;RPL18;cell_growth
RPS23;RPS21;cell_growth
RPS23;RPL13;cell_growth
RPS23;RPL7A;cell_growth
RPS23;RPL27A;cell_growth
RPS23;RPS10;cell_growth
RPS23;RPL36;cell_growth
RPS23;RPL6;cell_growth
RPS23;RPL10A;cell_growth
RPS23;RPS25;cell_growth
RPS23;RPL23A;cell_growth
RPS23;RPL17;cell_growth
RPS23;RPS20;cell_growth
RPS23;RPL24;cell_growth
RPS23;RPL37A;cell_growth
RPS23;RPS15;cell_growth
RPS23;RPS2;cell_growth
RPS23;RPS8;cell_growth
RPS23;UBA52;cell_growth
RPS23;RPS6;cell_growth
RPS23;RPL26;cell_growth
RPS23;RPS17;cell_growth
RPS23;RPL30;cell_growth
RPS23;RPS4X;cell_growth
RPS23;RPS7;cell_growth
RPS23;RPL4;cell_growth
RPS23;RPS28;cell_growth
RPS23;RPS5;cell_growth
RPS23;RPS26;cell_growth
RPS23;RPL14;cell_growth
RPS23;RPL21;cell_growth
RPS23;RPS29;cell_growth
RPS23;RPL31;cell_growth
RPS23;RPL3;cell_growth
RPS23;RPL28;cell_growth
RPS23;RPS27;cell_growth
RPS23;RPL35A;cell_growth
RPS23;RPL22;cell_growth
RPS23;RPL27;cell_growth
RPS23;RPL36A;cell_growth
RPS23;FAU;cell_growth
RPS23;RPLP0;cell_growth
RPS23;RPL32;cell_growth
RPS23;RPS13;cell_growth
RPS23;RPS3A;cell_growth
RPS23;RPS14;cell_growth
RPS23;RPL12;cell_growth
RPS23;RPS15A;cell_growth
RPS23;RPS9;cell_growth
RPS23;RPL38;cell_growth
RPS23;RPL39;cell_growth
RPS23;RPL13A;cell_growth
RPL10L;LYAR;cell_growth
RPL10L;EEF1A1;cell_growth
RPL10L;RPS15A;cell_growth
RPL10L;RPL36A;cell_growth
RPL10L;RPS27;cell_growth
RPL10L;RPS4X;cell_growth
RPL10L;RPL22;cell_growth
RPL10L;RPL26;cell_growth
RPL10L;RPL17;cell_growth
RPL10L;RPL39;cell_growth
RPL10L;PA2G4;cell_growth
RPL10L;RPS28;cell_growth
RPL10L;RPS10;cell_growth
RPL10L;RPS14;cell_growth
RPL10L;RPL34;cell_growth
RPL10L;RPL7;cell_growth
RPL10L;RPS21;cell_growth
RPL10L;RPS24;cell_growth
RPL10L;RPS29;cell_growth
RPL10L;RPL31;cell_growth
RPL10L;RPL28;cell_growth
RPL10L;RPL32;cell_growth
RPL10L;RPL12;cell_growth
RPL10L;RPL23A;cell_growth
RPL10L;RPS20;cell_growth
RPL10L;UBA52;cell_growth
RPL10L;RPL37A;cell_growth
RPL10L;RPS26;cell_growth
RPL10L;RPL35A;cell_growth
RPL10L;RPL10A;cell_growth
RPL10L;RPS17;cell_growth
RPL10L;RPS5;cell_growth
RPL10L;RPL4;cell_growth
RPL10L;RPS19;cell_growth
RPL10L;RPS18;cell_growth
RPL10L;RPS16;cell_growth
RPL10L;RPL6;cell_growth
RPL10L;RPL36;cell_growth
RPL10L;RPL13;cell_growth
RPL10L;RPL27;cell_growth
RPL10L;RPL13A;cell_growth
RPL10L;RPS9;cell_growth
RPL10L;RPL14;cell_growth
RPL10L;RPS25;cell_growth
RPL10L;RPS6;cell_growth
RPL10L;RPS15;cell_growth
RPL10L;RPL23;cell_growth
RPL10L;RPL38;cell_growth
RPL10L;RPL21;cell_growth
RPL10L;RPL3;cell_growth
RPL10L;RPL24;cell_growth
RPL10L;RPS8;cell_growth
RPL10L;RPS2;cell_growth
RPL10L;RPL30;cell_growth
RPL10L;RPS7;cell_growth
RPL10L;RPL15;cell_growth
RPL10L;RPSA;cell_growth
RPL10L;RPL5;cell_growth
RPL10L;RPL18;cell_growth
RPL10L;RPL9;cell_growth
RPL10L;RPL11;cell_growth
RPL10L;RPL27A;cell_growth
RPL10L;RPL7A;cell_growth
RPL10L;RPLP0;cell_growth
RPL10L;FAU;cell_growth
RPL10L;RPS3A;cell_growth
RPL10L;RPS13;cell_growth
RPL10L;RACK1;cell_growth
PA2G4;RPS17;cell_growth
PA2G4;LYAR;cell_growth
PA2G4;RRS1;cell_growth
PA2G4;RPS10;cell_growth
PA2G4;RPS7;cell_growth
PA2G4;EEF1A1;cell_growth
PA2G4;FAU;cell_growth
PA2G4;RPS25;cell_growth
PA2G4;RPS27;cell_growth
PA2G4;RPS24;cell_growth
PA2G4;RPS21;cell_growth
PA2G4;RPS28;cell_growth
PA2G4;RPS6;cell_growth
PA2G4;RPS19;cell_growth
PA2G4;RPS26;cell_growth
PA2G4;RPS4X;cell_growth
PA2G4;RPS15A;cell_growth
PA2G4;RPS3A;cell_growth
PA2G4;RPS8;cell_growth
PA2G4;RPS13;cell_growth
PA2G4;RPS29;cell_growth
PA2G4;RPS14;cell_growth
PA2G4;RACK1;cell_growth
PA2G4;RPS5;cell_growth
PA2G4;RPL10A;cell_growth
PA2G4;UBA52;cell_growth
PA2G4;GNL3;cell_growth
PA2G4;RPL36A;cell_growth
PA2G4;RPS20;cell_growth
PA2G4;RPS15;cell_growth
PA2G4;RPS9;cell_growth
PA2G4;RPS18;cell_growth
PA2G4;RPSA;cell_growth
PA2G4;RPS2;cell_growth
PA2G4;RPL12;cell_growth
PA2G4;RPS16;cell_growth
PA2G4;RPL22;cell_growth
PA2G4;SDAD1;cell_growth
PA2G4;RPL28;cell_growth
PA2G4;RPL39;cell_growth
PA2G4;RPL31;cell_growth
PA2G4;RSL1D1;cell_growth
PA2G4;RPL27A;cell_growth
PA2G4;RPL17;cell_growth
PA2G4;RPL32;cell_growth
PA2G4;RPL36;cell_growth
PA2G4;RPL37A;cell_growth
PA2G4;RPL34;cell_growth
PA2G4;RPL35A;cell_growth
PA2G4;RPL13A;cell_growth
PA2G4;RPL13;cell_growth
PA2G4;RPL14;cell_growth
PA2G4;RPL7;cell_growth
PA2G4;RPL6;cell_growth
PA2G4;RPL24;cell_growth
PA2G4;RPL21;cell_growth
PA2G4;RPL15;cell_growth
PA2G4;RPL30;cell_growth
PA2G4;RPL3;cell_growth
PA2G4;RPL38;cell_growth
PA2G4;RPL9;cell_growth
PA2G4;RPL18;cell_growth
PA2G4;RPL7A;cell_growth
PA2G4;RPL23;cell_growth
PA2G4;RPL27;cell_growth
PA2G4;RPL11;cell_growth
PA2G4;RPL26;cell_growth
PA2G4;RPLP0;cell_growth
PA2G4;RPL5;cell_growth
PA2G4;RPL4;cell_growth
PA2G4;RPL23A;cell_growth
RPL13;RRP1;cell_growth
RPL13;TMA16;cell_growth
RPL13;GNL3;cell_growth
RPL13;LYAR;cell_growth
RPL13;RRP1B;cell_growth
RPL13;RSL1D1;cell_growth
RPL13;EBNA1BP2;cell_growth
RPL13;RPF1;cell_growth
RPL13;NOC2L;cell_growth
RPL13;EEF1A1;cell_growth
RPL13;RPL36A;cell_growth
RPL13;RPL39;cell_growth
RPL13;RPS15A;cell_growth
RPL13;RPL11;cell_growth
RPL13;RPS24;cell_growth
RPL13;RPL9;cell_growth
RPL13;RPL18;cell_growth
RPL13;RPS21;cell_growth
RPL13;RPL7;cell_growth
RPL13;RPL36;cell_growth
RPL13;RPL6;cell_growth
RPL13;RPL7A;cell_growth
RPL13;RPL27A;cell_growth
RPL13;RPS10;cell_growth
RPL13;RPS19;cell_growth
RPL13;RPL23;cell_growth
RPL13;RPSA;cell_growth
RPL13;RACK1;cell_growth
RPL13;RPL15;cell_growth
RPL13;RPL5;cell_growth
RPL13;RPS16;cell_growth
RPL13;RPL34;cell_growth
RPL13;RPS18;cell_growth
RPL13;RPS17;cell_growth
RPL13;RPL30;cell_growth
RPL13;RPS4X;cell_growth
RPL13;RPS7;cell_growth
RPL13;RPL4;cell_growth
RPL13;RPS5;cell_growth
RPL13;RPS28;cell_growth
RPL13;RPS25;cell_growth
RPL13;RPL10A;cell_growth
RPL13;RPS20;cell_growth
RPL13;RPL23A;cell_growth
RPL13;RPL17;cell_growth
RPL13;RPS15;cell_growth
RPL13;RPS2;cell_growth
RPL13;RPS8;cell_growth
RPL13;RPL24;cell_growth
RPL13;RPL37A;cell_growth
RPL13;UBA52;cell_growth
RPL13;RPS6;cell_growth
RPL13;RPL26;cell_growth
RPL13;RPL28;cell_growth
RPL13;RPS27;cell_growth
RPL13;RPL31;cell_growth
RPL13;RPL3;cell_growth
RPL13;RPL35A;cell_growth
RPL13;RPS26;cell_growth
RPL13;RPL21;cell_growth
RPL13;RPL14;cell_growth
RPL13;RPS29;cell_growth
RPL13;RPL12;cell_growth
RPL13;RPS14;cell_growth
RPL13;RPS9;cell_growth
RPL13;RPL38;cell_growth
RPL13;RPL13A;cell_growth
RPL13;FAU;cell_growth
RPL13;RPL22;cell_growth
RPL13;RPL27;cell_growth
RPL13;RPL32;cell_growth
RPL13;RPLP0;cell_growth
RPL13;RPS13;cell_growth
RPL13;RPS3A;cell_growth
RPL15;RRP1;cell_growth
RPL15;TMA16;cell_growth
RPL15;GNL3;cell_growth
RPL15;LYAR;cell_growth
RPL15;RRP1B;cell_growth
RPL15;RSL1D1;cell_growth
RPL15;NOC2L;cell_growth
RPL15;EBNA1BP2;cell_growth
RPL15;RPF1;cell_growth
RPL15;EEF1A1;cell_growth
RPL15;RPL36A;cell_growth
RPL15;RPL39;cell_growth
RPL15;RPL11;cell_growth
RPL15;RPS24;cell_growth
RPL15;RPL7;cell_growth
RPL15;RPL9;cell_growth
RPL15;RPL18;cell_growth
RPL15;RPS21;cell_growth
RPL15;RPL7A;cell_growth
RPL15;RPL27A;cell_growth
RPL15;RPS10;cell_growth
RPL15;RPL36;cell_growth
RPL15;RPL6;cell_growth
RPL15;RPS19;cell_growth
RPL15;RPL23;cell_growth
RPL15;RPSA;cell_growth
RPL15;RACK1;cell_growth
RPL15;RPL34;cell_growth
RPL15;RPS18;cell_growth
RPL15;RPL5;cell_growth
RPL15;RPS16;cell_growth
RPL15;RPS17;cell_growth
RPL15;RPL30;cell_growth
RPL15;RPS4X;cell_growth
RPL15;RPS7;cell_growth
RPL15;RPL4;cell_growth
RPL15;RPS28;cell_growth
RPL15;RPS5;cell_growth
RPL15;RPL10A;cell_growth
RPL15;RPS25;cell_growth
RPL15;RPL23A;cell_growth
RPL15;RPL17;cell_growth
RPL15;RPS20;cell_growth
RPL15;RPL24;cell_growth
RPL15;RPL37A;cell_growth
RPL15;RPS15;cell_growth
RPL15;RPS2;cell_growth
RPL15;RPS8;cell_growth
RPL15;UBA52;cell_growth
RPL15;RPS6;cell_growth
RPL15;RPL26;cell_growth
RPL15;RPL31;cell_growth
RPL15;RPL3;cell_growth
RPL15;RPL28;cell_growth
RPL15;RPS27;cell_growth
RPL15;RPL35A;cell_growth
RPL15;RPS26;cell_growth
RPL15;RPL14;cell_growth
RPL15;RPL21;cell_growth
RPL15;RPS29;cell_growth
RPL15;RPS14;cell_growth
RPL15;RPL12;cell_growth
RPL15;RPS15A;cell_growth
RPL15;RPS9;cell_growth
RPL15;RPL38;cell_growth
RPL15;RPL13A;cell_growth
RPL15;RPL22;cell_growth
RPL15;RPL27;cell_growth
RPL15;FAU;cell_growth
RPL15;RPL32;cell_growth
RPL15;RPLP0;cell_growth
RPL15;RPS13;cell_growth
RPL15;RPS3A;cell_growth
RPL38;TMA16;cell_growth
RPL38;GNL3;cell_growth
RPL38;LYAR;cell_growth
RPL38;NOC2L;cell_growth
RPL38;EBNA1BP2;cell_growth
RPL38;RSL1D1;cell_growth
RPL38;RPF1;cell_growth
RPL38;EEF1A1;cell_growth
RPL38;RPS4X;cell_growth
RPL38;RPL7;cell_growth
RPL38;RPS21;cell_growth
RPL38;RPL9;cell_growth
RPL38;RPL18;cell_growth
RPL38;RPS24;cell_growth
RPL38;RPL11;cell_growth
RPL38;RPL27A;cell_growth
RPL38;RPS10;cell_growth
RPL38;RPL7A;cell_growth
RPL38;RPL6;cell_growth
RPL38;RPL36;cell_growth
RPL38;RACK1;cell_growth
RPL38;RPSA;cell_growth
RPL38;RPL23;cell_growth
RPL38;RPS19;cell_growth
RPL38;RPL34;cell_growth
RPL38;RPS18;cell_growth
RPL38;RPS16;cell_growth
RPL38;RPL5;cell_growth
RPL38;RPL30;cell_growth
RPL38;RPS17;cell_growth
RPL38;RPS28;cell_growth
RPL38;RPS5;cell_growth
RPL38;RPL4;cell_growth
RPL38;RPS7;cell_growth
RPL38;RPL23A;cell_growth
RPL38;RPL17;cell_growth
RPL38;RPS20;cell_growth
RPL38;RPL10A;cell_growth
RPL38;RPS25;cell_growth
RPL38;UBA52;cell_growth
RPL38;RPS6;cell_growth
RPL38;RPL26;cell_growth
RPL38;RPL24;cell_growth
RPL38;RPL37A;cell_growth
RPL38;RPS8;cell_growth
RPL38;RPS15;cell_growth
RPL38;RPS2;cell_growth
RPL38;RPL35A;cell_growth
RPL38;RPL3;cell_growth
RPL38;RPL31;cell_growth
RPL38;RPL28;cell_growth
RPL38;RPS27;cell_growth
RPL38;RPS26;cell_growth
RPL38;RPS29;cell_growth
RPL38;RPL14;cell_growth
RPL38;RPL21;cell_growth
RPL38;RPS15A;cell_growth
RPL38;RPS14;cell_growth
RPL38;RPL12;cell_growth
RPL38;RPL39;cell_growth
RPL38;RPL13A;cell_growth
RPL38;RPS9;cell_growth
RPL38;RPLP0;cell_growth
RPL38;RPL32;cell_growth
RPL38;RPL22;cell_growth
RPL38;RPL27;cell_growth
RPL38;FAU;cell_growth
RPL38;RPL36A;cell_growth
RPL38;RPS3A;cell_growth
RPL38;RPS13;cell_growth
RPL4;TMA16;cell_growth
RPL4;RRP1;cell_growth
RPL4;LYAR;cell_growth
RPL4;RRP7A;cell_growth
RPL4;GNL3;cell_growth
RPL4;NOC2L;cell_growth
RPL4;RPF1;cell_growth
RPL4;EBNA1BP2;cell_growth
RPL4;RRP1B;cell_growth
RPL4;RSL1D1;cell_growth
RPL4;RPL36A;cell_growth
RPL4;RPL39;cell_growth
RPL4;EEF1A1;cell_growth
RPL4;RPS15A;cell_growth
RPL4;RPL28;cell_growth
RPL4;RPS27;cell_growth
RPL4;RPL3;cell_growth
RPL4;RPL31;cell_growth
RPL4;RPL35A;cell_growth
RPL4;RPS26;cell_growth
RPL4;RPL21;cell_growth
RPL4;RPL14;cell_growth
RPL4;RPS29;cell_growth
RPL4;RPL12;cell_growth
RPL4;RPS14;cell_growth
RPL4;RPS9;cell_growth
RPL4;RPL13A;cell_growth
RPL4;FAU;cell_growth
RPL4;RPL22;cell_growth
RPL4;RPL27;cell_growth
RPL4;RPL32;cell_growth
RPL4;RPLP0;cell_growth
RPL4;RPS3A;cell_growth
RPL4;RPS13;cell_growth
RPL4;RPS24;cell_growth
RPL4;RPL11;cell_growth
RPL4;RPS21;cell_growth
RPL4;RPL18;cell_growth
RPL4;RPL9;cell_growth
RPL4;RPL7;cell_growth
RPL4;RPL6;cell_growth
RPL4;RPL36;cell_growth
RPL4;RPS10;cell_growth
RPL4;RPL27A;cell_growth
RPL4;RPL7A;cell_growth
RPL4;RPL23;cell_growth
RPL4;RPS19;cell_growth
RPL4;RACK1;cell_growth
RPL4;RPSA;cell_growth
RPL4;RPS16;cell_growth
RPL4;RPL5;cell_growth
RPL4;RPL34;cell_growth
RPL4;RPS18;cell_growth
RPL4;RPL30;cell_growth
RPL4;RPS17;cell_growth
RPL4;RPS7;cell_growth
RPL4;RPS4X;cell_growth
RPL4;RPS5;cell_growth
RPL4;RPS28;cell_growth
RPL4;RPS25;cell_growth
RPL4;RPL10A;cell_growth
RPL4;RPS20;cell_growth
RPL4;RPL23A;cell_growth
RPL4;RPL17;cell_growth
RPL4;RPS8;cell_growth
RPL4;RPS2;cell_growth
RPL4;RPS15;cell_growth
RPL4;RPL24;cell_growth
RPL4;RPL37A;cell_growth
RPL4;RPS6;cell_growth
RPL4;UBA52;cell_growth
RPL4;RPL26;cell_growth
NOC2L;RPL26;cell_growth
NOC2L;RPL22;cell_growth
NOC2L;RPL13A;cell_growth
NOC2L;RPL17;cell_growth
NOC2L;RPL3;cell_growth
NOC2L;RPL21;cell_growth
NOC2L;RPL34;cell_growth
NOC2L;RPL35A;cell_growth
NOC2L;RPL30;cell_growth
NOC2L;RPL9;cell_growth
NOC2L;RPL36;cell_growth
NOC2L;RPL27;cell_growth
NOC2L;RPL31;cell_growth
NOC2L;RPL14;cell_growth
NOC2L;RPL32;cell_growth
NOC2L;RPL7;cell_growth
NOC2L;RPL6;cell_growth
NOC2L;RPL18;cell_growth
NOC2L;RPL23;cell_growth
NOC2L;RPLP0;cell_growth
NOC2L;RPL23A;cell_growth
NOC2L;RPL7A;cell_growth
NOC2L;GNL3;cell_growth
NOC2L;RPF1;cell_growth
NOC2L;EBNA1BP2;cell_growth
NOC2L;RSL1D1;cell_growth
PRKRA;LYAR;cell_growth
RPS15A;LYAR;cell_growth
RPS15A;BUD23;cell_growth
RPS15A;RRP7A;cell_growth
RPS15A;WDR43;cell_growth
RPS15A;EEF1A1;cell_growth
RPS15A;RPL36A;cell_growth
RPS15A;RPL22;cell_growth
RPS15A;UBA52;cell_growth
RPS15A;RPL3;cell_growth
RPS15A;RPL17;cell_growth
RPS15A;RPL10A;cell_growth
RPS15A;RPL37A;cell_growth
RPS15A;RPL18;cell_growth
RPS15A;RPL7;cell_growth
RPS15A;RPL13A;cell_growth
RPS15A;RPLP0;cell_growth
RPS15A;RPL28;cell_growth
RPS15A;RPL24;cell_growth
RPS15A;RPL36;cell_growth
RPS15A;RPL12;cell_growth
RPS15A;RPS14;cell_growth
RPS15A;RPL39;cell_growth
RPS15A;RPS9;cell_growth
RPS15A;RPL32;cell_growth
RPS15A;FAU;cell_growth
RPS15A;RPL27;cell_growth
RPS15A;RPS13;cell_growth
RPS15A;RPS3A;cell_growth
RPS15A;RPL35A;cell_growth
RPS15A;RPS27;cell_growth
RPS15A;RPL31;cell_growth
RPS15A;RPS26;cell_growth
RPS15A;RPS29;cell_growth
RPS15A;RPL21;cell_growth
RPS15A;RPL14;cell_growth
RPS15A;RPS17;cell_growth
RPS15A;RPL30;cell_growth
RPS15A;RPS5;cell_growth
RPS15A;RPS28;cell_growth
RPS15A;RPS7;cell_growth
RPS15A;RPS4X;cell_growth
RPS15A;RPS20;cell_growth
RPS15A;RPL23A;cell_growth
RPS15A;RPS25;cell_growth
RPS15A;RPS6;cell_growth
RPS15A;RPL26;cell_growth
RPS15A;RPS2;cell_growth
RPS15A;RPS15;cell_growth
RPS15A;RPS8;cell_growth
RPS15A;RPL9;cell_growth
RPS15A;RPS21;cell_growth
RPS15A;RPS24;cell_growth
RPS15A;RPL11;cell_growth
RPS15A;RPL6;cell_growth
RPS15A;RPL7A;cell_growth
RPS15A;RPS10;cell_growth
RPS15A;RPL27A;cell_growth
RPS15A;RPSA;cell_growth
RPS15A;RACK1;cell_growth
RPS15A;RPS19;cell_growth
RPS15A;RPL23;cell_growth
RPS15A;RPL5;cell_growth
RPS15A;RPS16;cell_growth
RPS15A;RPL34;cell_growth
RPS15A;RPS18;cell_growth
RRP7A;RPS17;cell_growth
RRP7A;FAU;cell_growth
RRP7A;RPS4X;cell_growth
RRP7A;RPS18;cell_growth
RRP7A;RPS27;cell_growth
RRP7A;RPS19;cell_growth
RRP7A;RPS14;cell_growth
RRP7A;RSL1D1;cell_growth
RRP7A;RPS16;cell_growth
RRP7A;RPS8;cell_growth
RRP7A;RPS28;cell_growth
RRP7A;RPS24;cell_growth
RRP7A;RPS3A;cell_growth
